number_of_dependents,is_graduated,is_self_employed,annual_income,loan_amount,loan_term,credit_score,residential_assets,commercial_assets,luxury_assets,bank_assets,loan_status
0,yes,no,6000.0,23000.0,8,627,18000.0,5000.0,22000.0,3000.0,approved
0,no,yes,33000.0,100000.0,16,434,30000.0,41000.0,129000.0,41000.0,rejected
2,yes,yes,59000.0,143000.0,2,410,119000.0,44000.0,169000.0,41000.0,rejected
3,no,no,13000.0,36000.0,16,624,24000.0,23000.0,33000.0,19000.0,approved
4,yes,yes,57000.0,169000.0,4,656,130000.0,74000.0,220000.0,84000.0,approved
2,no,no,77000.0,273000.0,16,758,73000.0,46000.0,248000.0,91000.0,approved
4,no,yes,70000.0,235000.0,18,336,150000.0,95000.0,197000.0,78000.0,rejected
5,yes,no,81000.0,219000.0,18,378,52000.0,34000.0,162000.0,96000.0,rejected
1,yes,yes,19000.0,42000.0,4,620,47000.0,28000.0,75000.0,9000.0,approved
2,yes,no,45000.0,91000.0,18,593,-1000.0,6000.0,124000.0,25000.0,approved
0,no,yes,96000.0,340000.0,12,710,238000.0,103000.0,381000.0,78000.0,approved
1,no,yes,54000.0,207000.0,8,753,19000.0,8000.0,190000.0,36000.0,approved
1,no,yes,78000.0,272000.0,16,454,161000.0,34000.0,171000.0,114000.0,rejected
1,yes,yes,82000.0,191000.0,8,619,172000.0,122000.0,315000.0,66000.0,approved
1,yes,no,14000.0,31000.0,20,384,2000.0,12000.0,42000.0,18000.0,rejected
2,yes,no,17000.0,59000.0,16,610,31000.0,3000.0,37000.0,13000.0,approved
0,yes,no,53000.0,195000.0,12,802,98000.0,33000.0,152000.0,32000.0,approved
3,yes,no,65000.0,252000.0,10,858,154000.0,109000.0,140000.0,81000.0,approved
2,yes,no,59000.0,140000.0,8,599,47000.0,95000.0,178000.0,67000.0,approved
4,yes,yes,98000.0,270000.0,2,395,187000.0,30000.0,230000.0,97000.0,rejected
3,yes,yes,77000.0,162000.0,6,380,115000.0,151000.0,225000.0,64000.0,rejected
1,yes,no,79000.0,271000.0,10,803,200000.0,98000.0,222000.0,66000.0,approved
4,yes,no,35000.0,89000.0,20,809,71000.0,15000.0,137000.0,32000.0,approved
4,no,no,24000.0,66000.0,2,722,61000.0,33000.0,56000.0,30000.0,approved
5,yes,no,99000.0,357000.0,10,392,79000.0,43000.0,392000.0,130000.0,rejected
0,yes,no,39000.0,145000.0,8,545,59000.0,30000.0,103000.0,34000.0,rejected
2,no,yes,73000.0,285000.0,10,799,215000.0,31000.0,158000.0,43000.0,approved
0,yes,yes,64000.0,219000.0,12,727,154000.0,101000.0,240000.0,53000.0,approved
4,yes,no,71000.0,198000.0,18,530,71000.0,34000.0,209000.0,71000.0,rejected
2,no,no,88000.0,190000.0,14,637,137000.0,139000.0,271000.0,61000.0,approved
5,yes,no,74000.0,210000.0,4,561,213000.0,38000.0,264000.0,39000.0,approved
2,no,no,44000.0,120000.0,20,421,93000.0,27000.0,157000.0,34000.0,rejected
3,yes,yes,86000.0,303000.0,14,459,120000.0,41000.0,238000.0,91000.0,rejected
3,no,no,69000.0,260000.0,14,828,148000.0,42000.0,185000.0,36000.0,approved
4,yes,no,96000.0,275000.0,20,679,234000.0,75000.0,378000.0,63000.0,approved
2,yes,yes,81000.0,257000.0,8,455,223000.0,115000.0,198000.0,95000.0,rejected
0,no,no,26000.0,94000.0,18,879,28000.0,14000.0,51000.0,23000.0,approved
3,yes,yes,93000.0,261000.0,14,636,47000.0,161000.0,345000.0,116000.0,approved
2,no,yes,21000.0,56000.0,16,426,4000.0,3000.0,71000.0,12000.0,rejected
3,no,yes,70000.0,192000.0,4,768,86000.0,137000.0,192000.0,77000.0,approved
3,no,no,22000.0,64000.0,20,667,63000.0,39000.0,83000.0,29000.0,approved
5,yes,yes,75000.0,282000.0,2,440,82000.0,58000.0,244000.0,60000.0,approved
1,yes,yes,83000.0,168000.0,2,366,220000.0,66000.0,273000.0,45000.0,rejected
2,no,no,3000.0,6000.0,2,383,6000.0,3000.0,11000.0,4000.0,rejected
0,no,yes,3000.0,8000.0,4,603,8000.0,2000.0,6000.0,2000.0,approved
3,yes,no,39000.0,149000.0,4,728,47000.0,40000.0,149000.0,55000.0,approved
0,no,no,66000.0,203000.0,6,549,108000.0,9000.0,231000.0,98000.0,rejected
0,yes,no,41000.0,107000.0,8,855,115000.0,7000.0,112000.0,31000.0,approved
5,yes,yes,18000.0,53000.0,12,461,28000.0,20000.0,47000.0,20000.0,rejected
3,no,yes,70000.0,161000.0,16,379,20000.0,52000.0,230000.0,100000.0,rejected
2,no,yes,51000.0,137000.0,6,559,78000.0,98000.0,127000.0,51000.0,approved
1,no,yes,3000.0,6000.0,8,816,6000.0,3000.0,11000.0,2000.0,approved
4,no,yes,43000.0,114000.0,2,560,100000.0,39000.0,89000.0,33000.0,approved
0,yes,yes,32000.0,120000.0,14,645,52000.0,14000.0,121000.0,34000.0,approved
4,no,yes,42000.0,115000.0,6,551,106000.0,76000.0,113000.0,50000.0,approved
0,no,yes,96000.0,229000.0,8,515,43000.0,147000.0,333000.0,78000.0,rejected
4,yes,no,13000.0,36000.0,10,657,32000.0,19000.0,29000.0,11000.0,approved
3,no,no,24000.0,93000.0,2,682,31000.0,44000.0,52000.0,15000.0,approved
0,yes,no,6000.0,16000.0,10,588,16000.0,1000.0,11000.0,3000.0,approved
5,yes,yes,96000.0,380000.0,10,359,21000.0,136000.0,382000.0,94000.0,rejected
0,yes,no,4000.0,12000.0,4,766,9000.0,3000.0,12000.0,3000.0,approved
4,yes,no,59000.0,199000.0,14,469,142000.0,68000.0,221000.0,32000.0,rejected
0,yes,yes,7000.0,14000.0,10,618,13000.0,2000.0,17000.0,5000.0,approved
0,no,yes,86000.0,177000.0,20,711,220000.0,0.0,308000.0,74000.0,approved
0,yes,yes,90000.0,340000.0,4,549,20000.0,89000.0,200000.0,124000.0,approved
3,yes,yes,51000.0,204000.0,6,754,17000.0,26000.0,118000.0,76000.0,approved
4,no,yes,5000.0,15000.0,6,461,13000.0,5000.0,17000.0,2000.0,rejected
2,yes,no,16000.0,38000.0,10,837,38000.0,11000.0,55000.0,16000.0,approved
0,yes,yes,98000.0,239000.0,14,459,10000.0,134000.0,211000.0,72000.0,rejected
4,yes,no,78000.0,297000.0,20,614,220000.0,7000.0,268000.0,63000.0,approved
4,no,no,65000.0,240000.0,16,373,56000.0,51000.0,156000.0,67000.0,rejected
5,yes,yes,75000.0,265000.0,12,512,165000.0,29000.0,237000.0,60000.0,rejected
4,yes,yes,89000.0,234000.0,18,781,165000.0,31000.0,249000.0,58000.0,approved
4,yes,yes,18000.0,58000.0,14,305,6000.0,33000.0,36000.0,20000.0,rejected
1,no,yes,76000.0,278000.0,6,447,13000.0,7000.0,201000.0,109000.0,rejected
4,yes,yes,12000.0,46000.0,6,757,19000.0,2000.0,48000.0,15000.0,approved
5,yes,yes,27000.0,104000.0,2,723,28000.0,7000.0,103000.0,14000.0,approved
1,no,yes,46000.0,109000.0,12,463,12000.0,12000.0,109000.0,66000.0,rejected
2,no,no,69000.0,187000.0,10,699,128000.0,57000.0,212000.0,52000.0,approved
4,yes,yes,84000.0,252000.0,2,308,81000.0,93000.0,277000.0,105000.0,approved
0,yes,no,3000.0,5000.0,18,702,3000.0,4000.0,12000.0,1000.0,approved
3,yes,yes,19000.0,59000.0,8,651,7000.0,21000.0,62000.0,15000.0,approved
3,no,no,42000.0,145000.0,20,840,45000.0,59000.0,89000.0,46000.0,approved
4,yes,yes,22000.0,79000.0,18,848,51000.0,17000.0,85000.0,16000.0,approved
5,yes,yes,71000.0,197000.0,4,727,77000.0,129000.0,236000.0,58000.0,approved
4,yes,no,35000.0,116000.0,10,335,63000.0,52000.0,103000.0,23000.0,rejected
5,no,no,4000.0,8000.0,18,304,9000.0,5000.0,14000.0,4000.0,rejected
2,yes,yes,88000.0,344000.0,2,712,105000.0,125000.0,293000.0,59000.0,approved
0,no,no,18000.0,66000.0,10,737,50000.0,20000.0,60000.0,15000.0,approved
1,yes,yes,76000.0,293000.0,14,690,139000.0,40000.0,300000.0,91000.0,approved
1,yes,yes,10000.0,32000.0,4,888,20000.0,15000.0,22000.0,13000.0,approved
2,no,yes,82000.0,272000.0,10,839,92000.0,64000.0,255000.0,60000.0,approved
5,no,yes,36000.0,124000.0,8,333,88000.0,10000.0,107000.0,40000.0,rejected
5,yes,no,94000.0,237000.0,18,862,215000.0,35000.0,224000.0,56000.0,approved
5,no,no,26000.0,91000.0,4,309,64000.0,14000.0,59000.0,34000.0,approved
5,no,no,95000.0,307000.0,10,823,163000.0,37000.0,303000.0,131000.0,approved
0,yes,yes,35000.0,117000.0,14,649,27000.0,7000.0,114000.0,48000.0,approved
4,yes,no,8000.0,31000.0,18,712,4000.0,7000.0,19000.0,11000.0,approved
0,no,no,97000.0,373000.0,20,701,121000.0,162000.0,241000.0,105000.0,approved
3,yes,no,62000.0,213000.0,12,655,65000.0,116000.0,192000.0,50000.0,approved
1,no,yes,44000.0,166000.0,18,385,8000.0,53000.0,134000.0,51000.0,rejected
2,yes,no,18000.0,38000.0,4,777,51000.0,27000.0,46000.0,14000.0,approved
3,yes,no,17000.0,53000.0,14,696,3000.0,7000.0,45000.0,8000.0,approved
3,yes,no,39000.0,141000.0,16,496,25000.0,22000.0,137000.0,29000.0,rejected
2,yes,yes,22000.0,79000.0,6,659,34000.0,18000.0,86000.0,24000.0,approved
3,no,yes,63000.0,177000.0,2,542,168000.0,9000.0,164000.0,53000.0,rejected
2,no,no,22000.0,87000.0,18,729,39000.0,33000.0,76000.0,13000.0,approved
1,yes,no,81000.0,284000.0,6,744,203000.0,105000.0,218000.0,77000.0,approved
4,no,no,68000.0,170000.0,2,749,180000.0,38000.0,271000.0,94000.0,approved
0,yes,no,47000.0,148000.0,20,755,123000.0,50000.0,154000.0,37000.0,approved
3,yes,yes,22000.0,53000.0,2,506,16000.0,17000.0,58000.0,28000.0,rejected
3,yes,yes,35000.0,130000.0,6,391,61000.0,35000.0,133000.0,43000.0,rejected
1,no,yes,35000.0,116000.0,10,898,31000.0,27000.0,90000.0,45000.0,approved
5,no,no,5000.0,15000.0,12,527,1000.0,6000.0,11000.0,2000.0,rejected
1,yes,no,84000.0,250000.0,12,694,53000.0,149000.0,230000.0,77000.0,approved
1,yes,no,50000.0,188000.0,14,325,131000.0,57000.0,128000.0,43000.0,rejected
4,no,yes,55000.0,134000.0,10,880,3000.0,8000.0,199000.0,28000.0,approved
5,yes,yes,30000.0,119000.0,14,459,60000.0,48000.0,117000.0,42000.0,rejected
3,no,yes,94000.0,214000.0,10,323,51000.0,155000.0,296000.0,113000.0,rejected
4,yes,no,76000.0,290000.0,8,739,221000.0,81000.0,221000.0,88000.0,approved
0,no,yes,55000.0,163000.0,10,724,119000.0,15000.0,119000.0,62000.0,approved
1,yes,no,31000.0,74000.0,18,487,84000.0,12000.0,92000.0,45000.0,rejected
3,yes,no,77000.0,277000.0,4,439,139000.0,75000.0,271000.0,62000.0,approved
2,yes,no,98000.0,254000.0,2,655,199000.0,46000.0,213000.0,79000.0,approved
3,no,no,32000.0,92000.0,14,443,33000.0,11000.0,72000.0,45000.0,rejected
2,yes,no,7000.0,26000.0,20,489,1000.0,2000.0,24000.0,9000.0,rejected
4,no,yes,31000.0,86000.0,14,427,31000.0,38000.0,99000.0,37000.0,rejected
0,yes,yes,45000.0,105000.0,20,417,98000.0,20000.0,96000.0,58000.0,rejected
5,no,yes,89000.0,248000.0,18,842,162000.0,50000.0,200000.0,81000.0,approved
3,no,no,59000.0,232000.0,2,307,155000.0,100000.0,211000.0,63000.0,approved
2,no,no,15000.0,45000.0,18,428,45000.0,12000.0,56000.0,11000.0,rejected
4,no,yes,63000.0,152000.0,16,415,155000.0,18000.0,207000.0,79000.0,rejected
3,no,yes,65000.0,182000.0,20,405,104000.0,28000.0,213000.0,67000.0,rejected
4,yes,no,80000.0,315000.0,18,683,103000.0,79000.0,301000.0,96000.0,approved
1,yes,yes,33000.0,106000.0,14,742,3000.0,6000.0,84000.0,45000.0,approved
4,no,no,39000.0,100000.0,10,530,109000.0,2000.0,123000.0,19000.0,rejected
3,yes,no,16000.0,35000.0,10,844,45000.0,22000.0,52000.0,16000.0,approved
2,no,yes,39000.0,139000.0,18,715,50000.0,56000.0,99000.0,21000.0,approved
3,yes,yes,80000.0,263000.0,12,476,217000.0,66000.0,164000.0,90000.0,rejected
2,yes,no,22000.0,48000.0,6,721,18000.0,1000.0,69000.0,22000.0,approved
4,no,no,76000.0,303000.0,12,339,204000.0,80000.0,222000.0,58000.0,rejected
5,no,yes,27000.0,68000.0,6,461,45000.0,20000.0,82000.0,17000.0,rejected
2,yes,yes,63000.0,232000.0,12,556,70000.0,83000.0,242000.0,53000.0,approved
3,no,no,77000.0,187000.0,8,483,151000.0,56000.0,246000.0,102000.0,rejected
2,yes,no,45000.0,172000.0,18,406,41000.0,63000.0,138000.0,33000.0,rejected
0,no,no,46000.0,126000.0,16,574,34000.0,62000.0,151000.0,36000.0,approved
0,yes,yes,52000.0,157000.0,6,692,38000.0,70000.0,128000.0,55000.0,approved
5,yes,yes,80000.0,298000.0,18,867,177000.0,141000.0,228000.0,92000.0,approved
1,no,yes,99000.0,385000.0,2,875,196000.0,29000.0,202000.0,65000.0,approved
4,yes,yes,85000.0,186000.0,10,597,166000.0,32000.0,210000.0,116000.0,approved
2,yes,yes,49000.0,120000.0,20,513,142000.0,81000.0,183000.0,48000.0,rejected
3,yes,yes,70000.0,242000.0,2,354,182000.0,70000.0,159000.0,79000.0,approved
2,no,no,96000.0,259000.0,18,647,118000.0,99000.0,356000.0,115000.0,approved
1,yes,no,97000.0,237000.0,6,875,115000.0,144000.0,381000.0,104000.0,approved
1,yes,no,62000.0,143000.0,20,819,75000.0,117000.0,167000.0,43000.0,approved
4,no,yes,41000.0,96000.0,10,521,119000.0,71000.0,141000.0,49000.0,rejected
0,yes,yes,61000.0,199000.0,20,761,45000.0,37000.0,127000.0,71000.0,approved
0,yes,no,7000.0,19000.0,18,572,14000.0,10000.0,20000.0,3000.0,approved
3,yes,no,64000.0,241000.0,12,571,190000.0,115000.0,132000.0,75000.0,approved
4,yes,yes,38000.0,78000.0,20,891,46000.0,70000.0,143000.0,33000.0,approved
1,no,no,49000.0,148000.0,12,895,86000.0,82000.0,183000.0,52000.0,approved
2,yes,no,21000.0,66000.0,20,580,38000.0,41000.0,62000.0,21000.0,approved
2,yes,no,62000.0,234000.0,8,605,100000.0,108000.0,218000.0,92000.0,approved
4,no,no,16000.0,51000.0,8,705,24000.0,8000.0,51000.0,19000.0,approved
1,no,yes,13000.0,50000.0,20,423,9000.0,8000.0,39000.0,16000.0,rejected
5,no,yes,73000.0,225000.0,2,846,98000.0,47000.0,203000.0,57000.0,approved
2,no,no,21000.0,50000.0,4,542,7000.0,6000.0,66000.0,31000.0,rejected
5,no,no,6000.0,24000.0,18,631,6000.0,3000.0,21000.0,9000.0,approved
4,yes,no,70000.0,245000.0,18,318,43000.0,17000.0,163000.0,36000.0,rejected
1,no,yes,30000.0,68000.0,10,541,58000.0,57000.0,107000.0,29000.0,rejected
1,yes,no,9000.0,29000.0,20,782,0.0,15000.0,35000.0,8000.0,approved
2,yes,no,96000.0,350000.0,2,888,126000.0,65000.0,379000.0,58000.0,approved
0,yes,no,15000.0,36000.0,14,747,2000.0,14000.0,30000.0,12000.0,approved
0,yes,yes,50000.0,189000.0,6,641,43000.0,85000.0,196000.0,67000.0,approved
3,yes,yes,5000.0,17000.0,4,640,4000.0,7000.0,13000.0,2000.0,approved
4,no,no,76000.0,281000.0,12,324,125000.0,85000.0,199000.0,111000.0,rejected
4,yes,no,55000.0,212000.0,20,359,42000.0,53000.0,186000.0,64000.0,rejected
0,no,yes,66000.0,233000.0,12,338,24000.0,8000.0,189000.0,93000.0,rejected
0,yes,no,14000.0,32000.0,14,384,31000.0,8000.0,34000.0,20000.0,rejected
5,no,no,62000.0,242000.0,18,610,102000.0,78000.0,196000.0,83000.0,approved
2,yes,yes,83000.0,279000.0,18,840,126000.0,35000.0,191000.0,92000.0,approved
3,no,no,24000.0,81000.0,6,630,51000.0,29000.0,91000.0,23000.0,approved
1,yes,no,91000.0,312000.0,4,508,128000.0,117000.0,311000.0,78000.0,approved
1,yes,no,12000.0,34000.0,20,717,31000.0,15000.0,25000.0,9000.0,approved
2,yes,yes,77000.0,193000.0,8,735,12000.0,19000.0,238000.0,104000.0,approved
5,yes,yes,78000.0,220000.0,20,528,58000.0,88000.0,247000.0,49000.0,rejected
0,yes,yes,94000.0,200000.0,4,350,33000.0,14000.0,372000.0,47000.0,rejected
0,no,no,17000.0,57000.0,12,422,34000.0,11000.0,65000.0,9000.0,rejected
5,yes,no,40000.0,137000.0,6,496,-1000.0,14000.0,158000.0,37000.0,rejected
4,no,no,42000.0,155000.0,18,794,73000.0,7000.0,134000.0,22000.0,approved
2,yes,no,24000.0,77000.0,6,719,60000.0,17000.0,67000.0,16000.0,approved
3,no,yes,27000.0,61000.0,14,630,39000.0,28000.0,106000.0,23000.0,approved
3,no,yes,6000.0,18000.0,4,843,14000.0,3000.0,17000.0,4000.0,approved
2,yes,no,46000.0,156000.0,2,764,77000.0,15000.0,160000.0,58000.0,approved
3,yes,no,72000.0,177000.0,4,662,131000.0,115000.0,163000.0,53000.0,approved
0,no,no,47000.0,155000.0,16,311,128000.0,2000.0,175000.0,27000.0,rejected
4,no,no,43000.0,101000.0,2,606,99000.0,18000.0,89000.0,55000.0,approved
5,yes,no,47000.0,102000.0,16,874,108000.0,77000.0,111000.0,70000.0,approved
4,no,yes,87000.0,300000.0,4,370,176000.0,156000.0,346000.0,121000.0,approved
1,yes,no,70000.0,205000.0,10,414,197000.0,75000.0,207000.0,51000.0,rejected
2,no,no,6000.0,11000.0,10,800,12000.0,2000.0,23000.0,9000.0,approved
1,no,no,68000.0,169000.0,12,779,138000.0,102000.0,234000.0,44000.0,approved
1,no,no,64000.0,141000.0,20,553,117000.0,45000.0,200000.0,36000.0,approved
4,no,no,76000.0,299000.0,18,445,48000.0,139000.0,184000.0,57000.0,rejected
3,no,no,90000.0,214000.0,8,496,164000.0,73000.0,318000.0,125000.0,rejected
0,yes,yes,24000.0,59000.0,10,650,51000.0,37000.0,53000.0,23000.0,approved
3,no,no,68000.0,179000.0,6,783,200000.0,98000.0,236000.0,55000.0,approved
5,yes,yes,35000.0,135000.0,10,535,31000.0,57000.0,125000.0,31000.0,rejected
4,yes,yes,89000.0,340000.0,20,415,135000.0,31000.0,336000.0,128000.0,rejected
0,no,no,60000.0,153000.0,8,709,89000.0,17000.0,164000.0,35000.0,approved
3,no,no,7000.0,25000.0,14,819,16000.0,10000.0,21000.0,9000.0,approved
0,no,yes,68000.0,173000.0,18,841,105000.0,86000.0,160000.0,87000.0,approved
4,no,yes,53000.0,107000.0,12,700,158000.0,19000.0,205000.0,29000.0,approved
1,yes,yes,14000.0,42000.0,4,881,28000.0,12000.0,51000.0,13000.0,approved
2,yes,yes,14000.0,46000.0,4,804,19000.0,22000.0,52000.0,7000.0,approved
4,no,no,92000.0,217000.0,6,653,227000.0,46000.0,294000.0,86000.0,approved
1,yes,yes,79000.0,292000.0,2,663,196000.0,121000.0,286000.0,101000.0,approved
0,no,no,45000.0,175000.0,10,495,103000.0,35000.0,97000.0,62000.0,rejected
1,no,no,38000.0,98000.0,8,335,1000.0,51000.0,142000.0,18000.0,rejected
5,yes,yes,15000.0,49000.0,6,618,34000.0,10000.0,32000.0,9000.0,approved
3,no,no,12000.0,24000.0,12,480,30000.0,1000.0,31000.0,17000.0,rejected
4,no,no,17000.0,49000.0,18,843,48000.0,22000.0,62000.0,18000.0,approved
4,yes,no,52000.0,141000.0,16,483,118000.0,8000.0,192000.0,27000.0,rejected
1,no,no,16000.0,51000.0,12,548,22000.0,27000.0,36000.0,8000.0,rejected
4,yes,yes,66000.0,160000.0,16,379,65000.0,126000.0,247000.0,45000.0,rejected
5,no,yes,94000.0,266000.0,20,771,102000.0,126000.0,369000.0,117000.0,approved
4,yes,yes,3000.0,5000.0,2,353,6000.0,1000.0,12000.0,4000.0,rejected
5,no,no,46000.0,115000.0,16,668,65000.0,31000.0,102000.0,55000.0,approved
3,no,yes,61000.0,213000.0,2,387,71000.0,31000.0,163000.0,41000.0,approved
0,no,yes,15000.0,41000.0,12,789,36000.0,16000.0,58000.0,13000.0,approved
0,yes,yes,4000.0,9000.0,2,855,-1000.0,5000.0,13000.0,4000.0,approved
0,no,no,87000.0,336000.0,14,751,71000.0,137000.0,228000.0,70000.0,approved
3,no,no,70000.0,216000.0,12,739,16000.0,76000.0,245000.0,84000.0,approved
4,yes,no,47000.0,131000.0,14,492,10000.0,45000.0,141000.0,64000.0,rejected
4,no,yes,76000.0,238000.0,16,896,37000.0,45000.0,154000.0,64000.0,approved
0,yes,no,48000.0,151000.0,6,848,13000.0,3000.0,188000.0,35000.0,approved
3,no,yes,6000.0,24000.0,12,884,6000.0,8000.0,14000.0,6000.0,approved
3,yes,yes,49000.0,143000.0,14,439,103000.0,56000.0,174000.0,51000.0,rejected
3,yes,yes,33000.0,85000.0,12,586,75000.0,51000.0,78000.0,39000.0,approved
3,yes,yes,91000.0,188000.0,20,308,145000.0,102000.0,205000.0,48000.0,rejected
5,yes,no,61000.0,235000.0,16,300,3000.0,7000.0,228000.0,48000.0,rejected
3,yes,yes,84000.0,196000.0,2,741,215000.0,2000.0,187000.0,83000.0,approved
4,yes,no,79000.0,314000.0,8,698,165000.0,114000.0,287000.0,51000.0,approved
2,no,yes,61000.0,223000.0,10,733,121000.0,97000.0,172000.0,56000.0,approved
3,no,yes,20000.0,42000.0,16,571,17000.0,39000.0,58000.0,13000.0,approved
3,yes,yes,99000.0,299000.0,20,490,105000.0,91000.0,271000.0,74000.0,rejected
2,no,no,95000.0,254000.0,16,451,190000.0,29000.0,338000.0,114000.0,rejected
4,yes,yes,19000.0,68000.0,6,559,36000.0,22000.0,62000.0,12000.0,approved
4,yes,yes,69000.0,214000.0,10,577,125000.0,22000.0,149000.0,63000.0,approved
2,no,yes,15000.0,50000.0,4,613,44000.0,13000.0,52000.0,21000.0,approved
4,no,no,19000.0,38000.0,20,785,10000.0,6000.0,61000.0,15000.0,approved
0,yes,yes,23000.0,60000.0,8,690,55000.0,29000.0,60000.0,20000.0,approved
2,no,no,78000.0,171000.0,14,351,190000.0,72000.0,193000.0,71000.0,rejected
4,no,no,4000.0,10000.0,10,447,0.0,3000.0,9000.0,3000.0,rejected
0,yes,yes,94000.0,192000.0,20,708,212000.0,163000.0,234000.0,132000.0,approved
1,yes,yes,90000.0,188000.0,8,797,41000.0,94000.0,229000.0,75000.0,approved
4,no,no,71000.0,143000.0,14,537,137000.0,104000.0,182000.0,61000.0,rejected
3,yes,no,8000.0,25000.0,12,828,17000.0,0.0,15000.0,7000.0,approved
0,yes,yes,45000.0,96000.0,14,471,32000.0,77000.0,110000.0,36000.0,rejected
5,yes,no,85000.0,254000.0,4,336,85000.0,12000.0,306000.0,90000.0,rejected
3,no,yes,25000.0,98000.0,16,424,47000.0,32000.0,58000.0,13000.0,rejected
2,yes,no,15000.0,33000.0,18,440,8000.0,23000.0,30000.0,18000.0,rejected
0,no,no,62000.0,173000.0,8,583,37000.0,39000.0,136000.0,33000.0,approved
1,no,yes,13000.0,29000.0,6,480,29000.0,3000.0,29000.0,14000.0,rejected
5,no,no,66000.0,258000.0,10,670,46000.0,72000.0,206000.0,85000.0,approved
0,yes,yes,53000.0,137000.0,6,329,88000.0,76000.0,112000.0,28000.0,rejected
5,no,no,14000.0,30000.0,6,754,35000.0,27000.0,53000.0,14000.0,approved
2,no,yes,29000.0,78000.0,18,588,4000.0,1000.0,116000.0,42000.0,approved
3,no,no,65000.0,165000.0,4,551,53000.0,8000.0,185000.0,76000.0,approved
3,yes,no,83000.0,189000.0,4,316,202000.0,97000.0,213000.0,82000.0,rejected
2,no,yes,89000.0,322000.0,12,382,0.0,113000.0,205000.0,54000.0,rejected
3,yes,no,53000.0,150000.0,6,717,70000.0,41000.0,171000.0,53000.0,approved
0,yes,no,28000.0,73000.0,6,676,35000.0,22000.0,57000.0,32000.0,approved
1,no,no,80000.0,278000.0,6,667,60000.0,126000.0,225000.0,99000.0,approved
3,no,no,39000.0,105000.0,20,821,16000.0,63000.0,110000.0,39000.0,approved
0,yes,no,62000.0,201000.0,20,345,93000.0,59000.0,174000.0,41000.0,rejected
3,no,yes,59000.0,192000.0,10,442,95000.0,5000.0,183000.0,47000.0,rejected
1,yes,yes,60000.0,233000.0,12,672,20000.0,113000.0,196000.0,64000.0,approved
3,no,yes,91000.0,293000.0,2,508,190000.0,51000.0,316000.0,119000.0,approved
5,yes,yes,34000.0,123000.0,10,615,70000.0,16000.0,114000.0,35000.0,approved
1,yes,yes,18000.0,44000.0,8,689,32000.0,25000.0,38000.0,16000.0,approved
1,yes,no,3000.0,12000.0,18,747,1000.0,0.0,7000.0,2000.0,rejected
1,yes,yes,90000.0,228000.0,10,412,0.0,156000.0,320000.0,47000.0,rejected
1,yes,no,64000.0,169000.0,2,703,63000.0,73000.0,159000.0,74000.0,approved
5,no,no,58000.0,222000.0,16,884,12000.0,48000.0,195000.0,85000.0,approved
5,yes,yes,26000.0,86000.0,18,651,10000.0,1000.0,78000.0,26000.0,approved
4,no,no,66000.0,173000.0,14,793,167000.0,14000.0,175000.0,39000.0,approved
2,no,no,61000.0,218000.0,4,407,98000.0,1000.0,202000.0,58000.0,approved
2,no,no,41000.0,111000.0,8,390,8000.0,31000.0,101000.0,34000.0,rejected
3,no,yes,3000.0,10000.0,12,469,6000.0,4000.0,7000.0,3000.0,rejected
4,yes,no,47000.0,104000.0,6,373,68000.0,86000.0,143000.0,54000.0,rejected
4,yes,yes,15000.0,58000.0,2,304,24000.0,16000.0,33000.0,14000.0,approved
5,no,no,27000.0,83000.0,8,833,46000.0,13000.0,68000.0,33000.0,approved
2,yes,no,69000.0,209000.0,2,302,187000.0,107000.0,269000.0,92000.0,approved
0,yes,no,76000.0,287000.0,6,397,110000.0,132000.0,246000.0,38000.0,rejected
1,yes,no,41000.0,100000.0,6,891,49000.0,3000.0,126000.0,36000.0,approved
3,no,no,41000.0,122000.0,2,457,7000.0,5000.0,141000.0,49000.0,rejected
4,no,no,16000.0,32000.0,16,657,2000.0,1000.0,57000.0,12000.0,approved
2,no,yes,4000.0,14000.0,2,480,2000.0,7000.0,16000.0,2000.0,approved
5,yes,yes,44000.0,173000.0,20,840,36000.0,51000.0,129000.0,23000.0,approved
2,no,yes,38000.0,80000.0,12,866,60000.0,6000.0,84000.0,19000.0,approved
0,no,no,43000.0,170000.0,8,619,41000.0,66000.0,171000.0,39000.0,approved
1,yes,yes,90000.0,335000.0,2,748,79000.0,98000.0,257000.0,115000.0,approved
2,yes,yes,69000.0,139000.0,8,829,143000.0,81000.0,224000.0,46000.0,approved
3,no,no,43000.0,111000.0,6,312,48000.0,38000.0,101000.0,33000.0,rejected
3,no,no,66000.0,214000.0,10,467,152000.0,60000.0,203000.0,52000.0,rejected
1,yes,yes,52000.0,143000.0,18,650,54000.0,23000.0,176000.0,36000.0,approved
3,yes,yes,4000.0,11000.0,6,711,1000.0,3000.0,14000.0,1000.0,approved
4,no,no,13000.0,41000.0,18,886,28000.0,5000.0,38000.0,6000.0,approved
5,no,no,97000.0,284000.0,4,494,53000.0,120000.0,244000.0,100000.0,rejected
2,yes,yes,54000.0,109000.0,14,741,13000.0,60000.0,204000.0,56000.0,approved
4,no,no,12000.0,33000.0,12,876,4000.0,1000.0,38000.0,10000.0,approved
0,yes,yes,70000.0,264000.0,14,610,143000.0,0.0,139000.0,53000.0,approved
